Order_ID,Date,Product,Quantity,Unit_Price,Region,Sales_Rep,Customer_Email,Discount,Total_Sales,Month,Month_Name,Quarter
ORD176,2024-01-04,Mouse,10.0,191.14,North,John Doe,customer175@email.com,0.0,1911.3999999999999,1,January,1
ORD140,2024-02-26,Webcam,17.0,477.9,South,Jane Smith,customer139@email.com,0.03,7880.570999999999,2,February,1
ORD177,2024-03-23,Webcam,2.0,231.17,East,Jane Smith,customer176@email.com,0.14,397.6124,3,March,1
ORD024,2024-12-19,USB Cable,3.0,398.45,South,Alice Williams,customer23@email.com,0.23,920.4195,12,December,4
ORD029,2024-10-04,Headphones,2.0,497.99,North,Jane Smith,customer28@email.com,0.13,866.5026,10,October,4
ORD130,2024-01-27,Laptop,13.0,148.6,East,John Doe,unknown@email.com,0.27,1410.214,1,January,1
ORD151,2024-01-21,Monitor,12.0,42.93,East,Jane Smith,customer150@email.com,0.23,396.6732,1,January,1
ORD095,2024-09-08,Laptop,18.0,132.81,South,Bob Johnson,customer94@email.com,0.0,2390.58,9,September,3
ORD077,2024-08-11,Mouse,19.0,153.9,South,Bob Johnson,customer76@email.com,0.0,2924.1,8,August,3
ORD136,2024-11-12,Laptop,19.0,498.22,North,Alice Williams,customer135@email.com,0.09,8614.2238,11,November,4
ORD157,2024-10-09,Monitor,18.0,368.64,East,Alice Williams,customer156@email.com,0.0,6635.5199999999995,10,October,4
ORD132,2024-04-15,Monitor,3.0,212.14,East,John Doe,customer131@email.com,0.0,636.42,4,April,2
ORD020,2024-12-17,Webcam,16.0,307.2,South,John Doe,customer19@email.com,0.0,4915.2,12,December,4
ORD006,2024-01-28,Monitor,2.0,329.77,North,John Doe,unknown@email.com,0.0,659.54,1,January,1
ORD098,2024-11-07,Mouse,16.0,332.21,North,Jane Smith,unknown@email.com,0.0,5315.36,11,November,4
ORD087,2024-08-29,Webcam,12.0,250.54,East,Bob Johnson,customer86@email.com,0.22,2345.0544,8,August,3
ORD069,2024-06-02,Mouse,18.0,141.9,North,John Doe,customer68@email.com,0.0,2554.2000000000003,6,June,2
ORD152,2024-10-28,USB Cable,7.0,72.14,North,Jane Smith,customer151@email.com,0.0,504.98,10,October,4
ORD141,2024-07-03,Headphones,2.0,107.46,South,Jane Smith,customer140@email.com,0.22,167.6376,7,July,3
ORD184,2024-08-03,Webcam,17.0,379.51,North,Jane Smith,customer183@email.com,0.0,6451.67,8,August,3
ORD025,2024-12-30,Mouse,11.0,38.61,North,Alice Williams,customer24@email.com,0.0,424.71,12,December,4
ORD075,2024-05-10,Webcam,13.0,482.66,South,Jane Smith,customer74@email.com,0.28,4517.6975999999995,5,May,2
